Contexte gauche,Chaîne,Transcription,Contexte droit
"ears abroad, to a de",a,s,d certainty.'' @That
to a desd certainty.,”,',' @That seems hard o
"at seems hard on us,",”,',' observed tho Sandm
"on us,'' observed th",e,o," Sandman, re@lectise"
"ho Sandman, re@lecti",v,s,ely. @It's tho law 1
"n, re@lectisely. @It",’,',s tho law 1'' exclai
@lectisely. @It's th,e,o, law 1'' exclaimed G
sely. @It's tho law ,!”,1',"' exclaimed Ginger, "
"nger, triumphantly. ",“,'," Now, ve generally e"
lly escapes by payin,’,'," the fine, 'cos our "
"by payin' the fine, ",‘,',cos our pals goes an
o raise the money. V,e,o, alvays stands by ea
ds by each other. Th,e,o,re's a reg'lar horga
by each other. Thore,’,',s a reg'lar horganis
other. Thore's a reg,’,',lar horganisation am
"dog to, your vorship",?’,7'," Upon vich, the beak"
"ak replies, a-shakin",’,'," of his vise noddle,"
o the person in whos,e,o, persession it was f
found. I have nuffin,’,', more to do vith it.
 more to do vith it.,’,', In course the dog i
 deli@ered up to us.,”,',' IThe law seems mad
li@ered up to us.'' ,“,I,The law seems made f
"de for dog-fanciers,",”,',' remarked tha Tinko
"ciers,'' remarked th",e,a, Tinkor. e wot d@ye 
'' remarked tha Tink,e,o,r. e wot d@ye think 
emarked tha Tinkor. ,“,e, wot d@ye think o' t
arked tha Tinkor. e ,W,w,ot d@ye think o' thi
. e wot d@ye think o,’,', this'' pursued Ging
t d@ye think o' this,?”,'', pursued Ginger. @I 
er. @I wos a@standin,’,', at the corner o' Gr
din' at the corner o,’,', Gray's Inn-lane vit
t the corner o' Gray,’,',s Inn-lane vith some
corner o' Gray's Inn, L,-l,ane vith some o' my 
Inn-lane vith some o,’,', my puals near a coa
ses by vith this her,e,a, 46 AUnIoL. dog-an' 
 hera 46 AUnIoL. dog,—,-,"an' a beauty it is, "
ra 46 AUnIoL. dog-an,’,'," a beauty it is, a r"
l long-eared Charley,—,-,a follerin' of her. 
d Charley-a follerin,’,'," of her. Vell, the m"
"I unties my apron, w",h,l,"ips up the dog, and "
"ips up the dog, and ",c,e,orers it up in a tri
"s up the dog, and eo",v,r,ers it up in a trice
 it up in a trice. V,el,aI,"l@ the lady secs me,"
e. VaIl@ the lady se,e,c,"s me, an' givres me "
"the lady secs me, an",’,', givres me in charge
liceman. But that si,’,',nifies nuffin'. I br
hat si'nifies nuffin,’,',. I brings six vitnc
'. I brings six vitn,e,c,sses to s@e@r the do
 since it vos a blin,d,l," littlo puppy; and, "
it vos a blinl littl,e,o," puppy; and, wot's m"
"ttlo puppy; and, wot",’,',"s more, I brings its"
 dog is given up to ,me,no,; and the lady goes 
y goes avay lamentin,’,',. I thon plays the a
avay lamentin'. I th,e,o,"n plays the amiable,"
"lays the amiable, an",’,', offers to sell it h
"@enty guineas, seein",’,', as how she hsd take
 seein' as how she h,a,s,d taken a fa@ey to i
 she hsd taken a fa@,c,e,y to it; but she von
y to it; but she von,’,',t bite. So if I don'
't bite. So if I don,’,',"t sell it next week,"
is to steal a dog wi,’,'," a collar on, for if"
you may get se@en ye,a,n,r@' transportation f
 may get se@en yenr@,’,', transportation for 
ortation for a bit o,’,', leather and a brass
late @orth a shillin,’,',", vile the animal, t"
", vile the animal, t",h,l,ough vorth a lnndred
"mal, tlough vorth a ",hu,ln,"ndred pound, can't h"
"a lnndred pound, can",’,',t hurt you. There's 
an't hurt you. There,’,',"s lau againha, la1''"
@@@@@@@@@@@@@@@@@ @@,w!”,I'', laughed the Sandman
 of the Fancy is gi@,e,c,"n to cruelty,'' purs"
"is gi@cn to cruelty,",”,',"' pursucd Ginger, ``"
" to cruelty,'' pursu",e,c,"d Ginger, ``anl crop"
",'' pursucd Ginger, ",“,`,`anl crops a dog's e
"pursucd Ginger, ``an",d,l," crops a dog's ears,"
"r, ``anl crops a dog",’,',"s ears, or pulls out"
ls out his teeth to ,d,l,isguise him; but I@m
; but I@m too fond o,’,', the animal for that
r that. I may fright,e,c,n old ladics so@ecti
ay frightcn old ladi,e,c,"s so@ectimes, as I t"
r seriously @urts th,e,c,ir pets. Nor did I e
"for @is skin, as so@",e,o, on 'em doos.'' @And
"is skin, as so@o on ",’,',em doos.'' @And you'
"n, as so@o on 'em do",e,o,s.'' @And you're nlw
as so@o on 'em doos.,”,',' @And you're nlways
'em doos.'' @And you,’,',re nlways sure o' ge
doos.'' @And you're ,a,n,lways sure o' gettin
you're nlways sure o,’,'," gettin' a dog, if y"
lways sure o' gettin,’,'," a dog, if you vants"
"if you vants it, I s",’,',pose7'' inquired t@l
"u vants it, I s'pose",?”,7',' inquired t@l Tinke
'pose7'' inquired t@,e,l," Tinker. @Al@ays,'' "
"t@l Tinker. @Al@ays,",”,',' replied CGingcr. @
"ays,'' replied CGing",e,c,r. @No man's dog is 
ied CGingcr. @No man,’,',s dog is safe. I don
s dog is safe. I don,’,',t care how he@s kept
"re how he@s kept, @e",’,',ro sure to la@e @im 
" how he@s kept, @e'r",e,o, sure to la@e @im at
"kept, @e'ro sure to ",h,l,a@e @im at last. TII
o la@e @im at last. ,V,T,IIE D0G-FANCIER. 47 
NCIER. 47 We feels o,u,n,r vay with the sarvr
s gone. Vith a bit o,’,'," li@er, preparel in "
"it o' li@er, prepare",d,l, in my partic'lar va
reparel in my partic,’,',"lar vay, I can tame "
"im off his chain, an",’,', bring him arter me 
rter me at a gallop.,”,', @And do respectablo
parties e@er buy dog,s,e, k@owin' thecy're st
e@er buy doge k@owin,’,', thecy're stolen 1' 
y doge k@owin' thecy,’,',re stolen 1' inquire
in' thecy're stolen ,?”,1', inquired the Tinker
nquired the Tinker. ,“,',"Ay, to be sure,'' re"
"er. 'Ay, to be sure,",”,',' replied Ginger; ` 
",'' replied Ginger; ",“,`, sometimes first@rat
us up to it themselv,e,c,"s; they@ll ssy, 4I@@"
hemselvcs; they@ll s,a,s,"y, 4I@@e jist left m"
"elvcs; they@ll ssy, ",‘,4,I@@e jist left my Lo
ft my Lord So-and-So,’,',"s, and there 1 seed "
"and-So's, and there ",I,1, seed a conple o' th
nd there 1 seed a co,u,n,ple o' the finest po
re 1 seed a conple o,’,', the finest pointers
 finest pointers I e,v,r,er clapped eyes@on. 
u to get me jist sic,h,l, anotler couple@.' V
et me jist sicl anot,h,l,"er couple@.' Vell, @"
icl anotler couple@.,’,'," Vell, @e understand"
"ands in a minnit, an",’,', in doo time the ide
e identicle dogs fin,d,l,s tleir vay to our c
enticle dogs finls t,h,l,eir vay to our custo
vay to our customer.,”,',' @Oh. t@atas how it
 our customer.'' @Oh,!,., t@atas how it's don
ustomer.'' @Oh. t@at,’,a,s how it's done?'' r
' @Oh. t@atas how it,’,',s done?'' remarkcd t
@atas how it's done?,”,',' remarkcd tle Sanum
 it's done?'' remark,e,c,"d tle Sanuman. @Yes,"
s done?'' remarkcd t,h,l,"e Sanuman. @Yes, thn"
?'' remarkcd tle San,d,u,"man. @Yes, thnt's th"
"le Sanuman. @Yes, th",a,n,"t's the vay,'' repli"
" Sanuman. @Yes, thnt",’,',"s the vay,'' replied"
"Yes, thnt's the vay,",”,',' replied Ginger. @S
. @Sometimes a party,’,',ll vant a couple o' 
y'll vant a couple o,’,', dogs for the shooti
dogs for the shootin,’,', season; and thon ve
otin' season; and th,e,o,"n ve asks, @Vich vay"
h vay are @ou a-goin,’—,'-,-into Surrey or @ent
-into Surrey or @ent,?’,7', And accordin' as th
 @ent7' And accordin,’,', as tho answer is gi
 And accordin' as th,e,o, answer is given ve 
 arranges our plans.,”,',"' @Vell, yourn appea"
"loyment, I must say,",”,',' remarked thce Sand
"dman. @Perfectly so,",”,',' renlied Ginger. @N
" @Perfectly so,'' re",p,n,lied Ginger. @Nothiu
nlied Ginger. @Nothi,n’,u', can touch us till d
"roperty, and stealin",’,', @em a misdemeanour.
eanour. And that won,’,',t occur in my time.'
't occur in my time.,”,',"' @Let's hopo not,''"
r in my time.'' @Let,’,',"s hopo not,'' r@join"
y time.'' @Let's hop,e,o," not,'' r@joined tho"
".'' @Let's hopo not,",”,',' r@joined thoe otle
",'' r@joined thoe ot",h,l,er t@o. @To come bac
"rom vich we started,",”,',' eaid thce Tinker ;
" vich we started,'' ",s,e,aid thce Tinker ; ``
 eaid thce Tinker ; ,“,`,`our g@cmau's case i
ce Tinker ; ``our g@,m,c,mau's case is not so
Tinker ; ``our g@cma,n’,u',s case is not so sur
 is not so surprisin,’,', as it LLLLLLLLLLLmm
 they ne@er will die,—,-,and I myself am of t
nd I myself am of th,e,o, same opinion. There
 same opinion. There,’,',s our old deputy her
 our old deputy here,—,-,him as @e calls Old 
"rr@@y, he declares h",e,o, lired in (Queen Bes
"y, he declares ho li",v,r,ed in (Queen Bess's 
lired in (Queen Bess,’,',"s time, recollects I"
"'s time, recollects ",K,I,ing Charles bein' be
ts Iing Charles bein,’,', beheaded perfectly 
ers the Great Fire o,’,'," London, as if it on"
 occurred yesterday.,”,',' @Walkler I'' excla
sterday.'' @Walkler ,!”,I',"' exclaimed Ginger, "
"You may larf, but it",’,',"s true,'' replied th"
"larf, but it's true,",”,',' replied the Tinker
ct an old man tellin,’,', me that he knew the
er older nor younger,.”,'', @Humph l'' exclaime
or younger'' @Humph ,!”,l',' exclaimed Ginger. 
imed Ginger. @He don,’,',t look so old now.''
n't look so old now.,”,',' @That'a the cur'ou
 so old now.'' @That,’s,'a, the cur'ousest part
w.'' @That'a the cur,’,',"ousest part of it,''"
"r'ousest part of it,",”,',' sasid tho Tinker. 
"rt of it,'' sasid th",e,o, Tinker. @H@ don't l
 tho Tinker. @H@ don,’,',t like to talk of hi
ss you can get him i,’,', tho humour; but he 
ou can get him i' th,e,o, humour; but he once
once told me he didn,’,',t know why he lired 
idn't know why he li,v,r,"ed so long, nnless i"
"y he lired so long, ",u,n,nless it were owin' 
 nnless it were owin,’,', to a potion he'd sw
owin' to a potion he,’,',"d swnllowed, vich hi"
 to a potion he'd sw,a,n,"llowed, vich his mas"
o was a great conjur,e,o,r in Queen Bess'a da
njuror in Queen Bess,’s,'a," days, @ad brew'd,''"
"ess'a days, @ad brew",’,',"d,'' @P@hawI'' excla"
"s'a days, @ad brew'd",.”,",'",' @P@hawI'' exclaime
"@ad brew'd,'' @P@haw",!”,I',' exclaimed Ginger. 
' exclaimed Ginger. ,“,4,I thought you too kn
ought you too knowin,’,'," a cove, Tinker, to "
lled by such an old@,v,-,ife'a story as that.
 by such an old@-ife,’s,'a, story as that.'' @L
ife'a story as that.,”,',' @Let's have the ol
tory as that.'' @Let,’,',s have the old ftell
" in and talk to him,",”,',' replied the Tinker
replied the Tinker. ,“,`," Here, lazy-bones,''"
" ` Here, lazy-bones,",”,',"' he added, rousing "
"the sleeping youth, ",“,`,' go an' tell Old Pa
"ping youth, `' go an",’,', tell Old Parr ve @a
 @ants his company o,v,r,er a glass o' rum-an
mpany orer a glass o,’,', rum-an'-@ater@@@@@@
er a glass o' rum-an,’,',"-@ater@@@@@@@@,'@' T"
um-an'-@ater@@@@@@@@,er,",'",@' THE EAND AND @TE 
"an'-@ater@@@@@@@@,'@",3,', THE EAND AND @TE CL
"-@ater@@@@@@@@,'@' T",he,HE, EAND AND @TE CL0AK.
"ter@@@@@@@@,'@' THE ",Hand,EAND, AND @TE CL0AK. II. 
"@@@@@@,'@' THE EAND ",and,AND, @TE CL0AK. II. A vn
"@,'@' THE EAND AND @",he,TE, CL0AK. II. A vnr@o@
' THE EAND AND @TE C,loak,L0AK,. II. A vnr@o@s bark
ND @TE CL0AK. II. A ,fu,vn,r@o@s barking from M
king from Mr. Ginger,’,',"s dogs, shortly afte"
"the drowsy youth, an",n,u,ounced tho npproach 
" youth, anuounced th",e,o, npproach of a grote
"outh, anuounced tho ",a,n,pproach of a grotesq
tesque-looking littl,e,o," personage, whose sl"
"o personage, whose s",h,l,oulders barely reach
as is mostly the cas,e,o, with undersized per
ected by a strangely, ,-,shapel seal-skin eap
by a strangely-shape,d,l, seal-skin eap. His 
ly-shapel seal-skin ,c,e,ap. His hands and fe
"me, and his arms wer",e,o, so long that he cou
ong that he could to,u,n,ch his ankles while 
s head appeared buri,e,o,d in his breast. The
nspection enabled th,e,o, beholder to detect 
n it marks of extrem,e,o, old age. The nose w
ce to which animal w,a,s,s heightened by a ve
 forehead. The littl,e,o, old man's complexio
. The littlo old man,’,',s complexion was dul
 and sparkling. His ,a,u,ttire was as singula
 demon-dwarf at the ,Su,Bn,"rrey Theatre, he hal"
"nrrey Theatre, he ha",d,l, become possessed of
ile a blood-red tuni,c,e, with vandykc points
ed tunie with vandyk,e,c, points was girdcl r
dykc points was gird,ed,cl, round his waist. In
apparel his diminuti,v,r,e limbs were eneased
nutire limbs were en,c,e,"ased, while atlition"
"ere eneased, while a",dd,tl,itional warmth was a
tional warmth was af,f,l,orded by tho great-c
h was aflorded by th,e,o, great-coat already 
r him like a train. ,H,I,Iaving silenced his 
"f laughter, excited ",b,h,y the littlo old man
excited hy the littl,e,o, old man's grotesque
y the littlo old man,’,',s grotesque appearan
e was joined by the ,T,f,inker; but thoe Sand
cle of his sullen co,u,t,ntenance. Thcir @ila
llen cotntenance. Th,e,c,"ir @ilarity, however"
"rity, however, was s",u,n,ddenly cheeked by an
"er, was snddenly che",c,e,ked by an inquiry fr
ly to laugh at him ?,”,',"' @Sartaiuly not, de"
h at him ?'' @Sartai,n,u,"ly not, deputy,'' re"
"rtaiuly not, deputy,",”,',' replied the Tinker
replied the Tinker. ,“,:,"Here, lazy-bones, gl"
"azy-bones, glasses o",’,'," rum-an'-vater, all "
"s, glasses o' rum-an",’,',"-vater, all round,''"
"an'-vater, all round",.”,",'",' Tho drowsy yonth b
"ter, all round,'' Th",e,o, drowsy yonth bestir
"und,'' Tho drowsy yo",u,n,th bestirrel himself
rowsy yonth bestirre,d,l, himself to exeeute 
irrel himself to exe,c,e,ute the command. Tue
eeute the command. T,h,u,e spirit was brought
was brought; water w,a,n,s procured from thoe
 procured from thoe ,b,l,oiling copper; and t
iling copper; and th,e,o, Tinkor handed his g
copper; and tho Tink,e,o,r handed his guest a
"ng rummer, accompani",e,c,d with a polite reqn
cd with a polite req,u,n,est to make himself 
"ere seated, it has b",e,o,"en snid, @as a stair"
"eated, it has boen s",a,n,"id, @as a staireaso-"
"en snid, @as a stair",c,e,"aso-old nnd erazy, a"
"snid, @as a staireas",e—,o-,"old nnd erazy, and b"
@as a staireaso-old ,a,n,"nd erazy, and but im"
a staireaso-old nnd ,c,e,"razy, and but imperf"
broken hand-rail. Mi,d,i,way up it stood n do
 Miiway up it stood ,a,n," door, equally dilap"
"r, equally dilapidat",e,o,"d, but secunrot by a"
"apidatod, but secunr",ed,ot, by a chain and lock
"chamberlain, kept th",e,c, key. Beyond this po
"d this point, the st",a,n,irease branchoed off
"his point, the stnir",c,e,ase branchoed off on
 branchoed off on th,e,o," right, and a row of"
"mately, the staircas",e,o, reached a small gal
and as the windows w,e,c,"re grated, no one co"
"re grated, no one co",u,n,ld lenvo his chamber
"ted, no one conld le",a,n,vo his chamber witho
"d, no one conld lenv",e,o, his chamber without
"s, nor in the pass@g",e,o, adjoining them. Con
m. Conciliated by th,e,o," Tinker's offering, "
liated by tho Tinker,’,',"s offering, Old Parr"
 garb being thus mor,e,o," fully displayed, he"
"layed, he looked so ",u,n,nearthly and extraor
xtraordinary that th,e,o, dogs began to howl 
" to howl fearfully, ",a,n,nd Ginger had eno@gh
o do to quiet them. ,S,B,ilence b@ing at leng
" length restored, th",e,o," Tinker, winking sly"
"ompanions, opened th",e,o, con@ersation. @I sa
"ion. @I say, deputy,",”,',"' he observel, ' ve'"
"deputy,'' he observe",d,l,", ' ve've bin havin'"
"uty,'' he observel, ",“,', ve've bin havin' a 
"'' he observel, ' ve",’,',ve bin havin' a bit 
"l, ' ve've bin havin",’,', a bit o' a dispute 
e bin havin' a bit o,’,', a dispute vich you 
 you can settle for ,u,n,"s.'' @WeIl, let's se"
u can settle for ns.,”,',"' @WeIl, let's see,'"
settle for ns.'' @We,l,I,"l, let's see,'' sque"
"for ns.'' @WeIl, let",’,',"s see,'' squeaked th"
"'' @WeIl, let's see,",”,',' squeaked the dwnr@
"e,'' squeaked the dw",a,n,"r@. @What is it?"" @V"
 dwnr@. @What is it?,”,""""," @Vy, it's relative "
"What is it?"" @Vy, it",’,',s relative to yo@r a
"elative to yo@r age,",”,',' rejoinel the Tinke
" yo@r age,'' rejoine",d,l, the Tinker. @Wen wo
joinel the Tinker. @,V,W,en wos yo@ born 2'' 
. @Wen wos yo@ born ,?”,2',"' @It's so lo@g ago,"
wos yo@ born 2'' @It,’,',"s so lo@g ago, I cnn"
"t's so lo@g ago, I c",a,n,"n't recollccet,'' re"
"s so lo@g ago, I cnn",’,',"t recollccet,'' retu"
" ago, I cnn't recoll",e,c,"cet,'' returned Old "
" I cnn't recollccet,",”,',"' returned Old Parr,"
"d Old Parr, rather s",u,n,lkily. 4 You must ha
"rr, rather snlkily. ",“,4, You must ha' seen s
lkily. 4 You must ha,’,', seen some changes i
changes in your time,?”,2',' res@@@@@@@@@@@@@@@
rayther think I have,—,-,"a few,'' replioel Ol"
" think I have-a few,",”,',"' replioel Old @arr,"
"ave-a few,'' replioe",d,l," Old @arr, whose ton"
"arr, whose tongue th",e,o, generous liquil had
e tho generous liqui,d,l, had loosened. @I@ve
city of London pulle,d,l," down, and built up "
", and built up again",—,-,if that's anytling. 
ilt up again-if that,’,',s anytling. I@@e see
again-if that's anyt,h,l,ing. I@@e seen it gr
its present size. Yo,u’,n',ll scarcely belie@e 
this Rookery of ours,—,-,this fonl vagabond n
kery of ours-this fo,u,n,l vagabond neighbour
gabond neighbourhood,—,-,an open country fiel
a lo@ely spot it was,.,l, Broad Saint Giles's
sl Broad Saint Giles,’,',"s, at the time I spe"
"uses, standing by th",e,o," roadside, and there"
"side, and there wasn",’,',t a single habi. tat
tween it and Convent, G,-g,arden (for so the pr
 which was fenced ro,u,n,"nd with pales, like "
d from Saint MIartin,’,',as-lane to Drury-hou
rom Saint MIartin'as, L,-l,"ane to Drury-house, "
tin'as-lane to Drury, H,-h,"ouse, a great mansio"
nsion situated on th,e,o, easterly side of Dr
asterly side of Drur,y,-,"@lane, amid a grove "
terly side of Drur-@,L,l,"ane, amid a grove of"
", amid a grove of be",a,n,"utiful timber,'' e M"
 of benutiful timber,.”,",'",' e My e@es1' cried 
"benutiful timber,'' ",“,e, My e@es1' cried Gin
" timber,'' e My e@es",!”,1'," cried Ginger, with "
 prolonged whistle; ,“,t,the place must be pr
ansmogrified indeed ,!”,1', 4 If I were to dose
mogrified indeed 1' ,“,4, If I were to doseri
 1' 4 If I were to d,e,o,seribe the changes t
' 4 If I were to dos,c,e,ribe the changes thu
eribe the changes th,a,u,t ha@e talen place i
