OCR Text,Ground Truth
"“Iam in no mood to bear them.” “Tam not jesting,” rejoined Rougemont.","“I am in no mood to bear them.” “I am not jesting,” rejoined Rougemont."
"A black satin stock with a large bow encircles his throat, and his shirt is fastened by black enamel studs.","A black satin stock with a large bow encircles his throat, and his shirt is fastened by black enamel studs."
"J ain’t afeerd,” cried Ginger, helping himself to a dish before him.","I ain’t afeerd,” cried Ginger, helping himself to a dish before him."
"“ Ha !—who speaks ?” demanded Rougemont, a shade passing over his countenance.","“Ha!—who speaks?” demanded Rougemont, a shade passing over his countenance."
“ It is some damnable potion you have given me.” “Ha!,“It is some damnable potion you have given me.” “Ha!
"Thorneycroft,” pursued Ginger, “this is a difficult and a dangerous bus'ness, and there's no knowin’ wot may come on it.","Thorneycroft,” pursued Ginger, “this is a difficult and a dangerous bus’ness, and there’s no knowin’ wot may come on it."
But you know me too well to suppose that I merit such a designation.,“But you know me too well to suppose that I merit such a designation.
"We're come to a dead stop.” “Dead stop, indeed !” echoed the iron-merchant.","We’re come to a dead stop.” “Dead stop, indeed!” echoed the iron-merchant."
"Some heavy matter was dislodged, with a thundering crash, and footsteps were heard approaching the window.","Some heavy matter was dislodged, with a thundering crash, and footsteps were heard approaching the window."
"“ Wot’s the gemman’s name?” “The name on the card is Aurion Darcy,” replied the Tinker.","“Wot’s the gemman’s name?” “The name on the card is Auriol Darcy,” replied the Tinker."
“Sign!” thundered the voice.,“Sign!” thundered the voice.
"It was digged forth, placed in its old position—but I forget whether the brazier was rewarded.","It was digged forth, placed in its old position—but I forget whether the brazier was rewarded."
“ By whom was the attempt made ?” inquired Auriol.,“By whom was the attempt made?” inquired Auriol.
"To-morrow we will finish all preliminary arrangements, and the day after you shall be made happy—ha!","To-morrow we will finish all preliminary arrangements, and the day after you shall be made happy—ha!"
"“ Well, here I am!” he cried, clasping Edith to his bosom, “without having encountered any misadventure.","“Well, here I am!” he cried, clasping Edith to his bosom, “without having encountered any misadventure."
In his hand he held the halberd with which Auriol had been wounded.,In his hand he held the halberd with which Auriol had been wounded.
"He told you as much yourself, sweet sir, if your poor wits would enable you to recollect it.” “Am I in a dream, good fellow, tell me that?” cried Auriol, lost in amazement.","He told you as much yourself, sweet sir, if your poor wits would enable you to recollect it.” “Am I in a dream, good fellow, tell me that?” cried Auriol, lost in amazement."
“I am aware you were assailed by ruffians in the ruined house over the way.,“I am aware you were assailed by ruffians in the ruined house over the way.
"2 116 AURIOL, T will tell you what reward I claim, Mr"," “I will tell you what reward I claim, Mr."
"“I will do my part as gently as I can.” And as the alchemist took up the weapon, and disappeared through the window, the gatekeeper lifted the wounded man by the shoulders, and conveyed him down a narrow winding staircase to a lower chamber.","“I will do my part as gently as I can.” And as the alchemist took up the weapon, and disappeared through the window, the gatekeeper lifted the wounded man by the shoulders, and conveyed him down a narrow, winding staircase to a lower chamber."
"This lady had always exhibited. a partiality for Auriol, and had encouraged his suit to her niece; consequently she was well satisfied with the turn affairs had taken.","This lady had always exhibited a partiality for Auriol, and had encouraged his suit to her niece; consequently she was well satisfied with the turn affairs had taken."
"It will well serve my purpose; and I thank thee, Satan, for the gift.” K2 132 AUBIOL. IL. THE COMPACT. Asovrt two months after this occurrence, and near midnight, a young man was hurrying along Pall-mall, with a look of the wildest despair, when his headlong course was suddenly arrested by a strong grasp, while a familiar voice sounded in his ear.","It will well serve my purpose; and I thank thee, Satan, for the gift.” Chapter 2 THE COMPACT About two months after this occurrence, and near midnight, a young man was hurrying along Pall Mall, with a look of the wildest despair, when his headlong course was suddenly arrested by a strong grasp, while a familiar voice sounded in his ear."
"During the whole of this strange scene, he had stood with the bottle in hand, transfixed with terror and astonishment, and wholly unable to move or cry out.","During the whole of this strange scene, he had stood with the bottle in hand, transfixed with terror and astonishment, and wholly unable to move or cry out."
"The chimney-piece, which was curiously carved, and projected far into the room, was Jaden with various implements of Hermetic science.","The chimney-piece, which was curiously carved, and projected far into the room, was laden with various implements of hermetic science."
"Rude benches of antique form were set about the vault, and motioning Auriol to be seated upon one of them, Rougemont sounded a silver whistle.","Rude benches of antique form were set about the vault, and motioning Auriol to be seated upon one of them, Rougemont sounded a silver whistle."
"“T must speak to this man,” replied Auriol.","“I must speak to this man,” replied Auriol."
"Maitland, had arrived to take charge of her during her father’s absence.","Maitland, had arrived to take charge of her during her father’s absence."
