Unnamed: 0,OCR Text,Ground Truth,Lexical Correction,Model Correction,old_CER,new_CER,CER_reduction
204,"‘ Before we explore the subterranean apartments, I wish to see whether any one is up-stairs.” “Wot's that you say about subterranean apartments, Mr.","“Before we explore the subterranean apartments, I wish to see whether any one is up-stairs.” “Wot’s that you say about subterranean apartments, Mr.","‘ Before we explore the subterranean apartments, I wish to see whether any one is up-stairs.” “Wot's that you say about subterranean apartments, Mr.","‘Before we explore the subterranean apartments, I wish to see whether any one is up-stairs.’ ‘What’s that you say about subterranean apartments, Mr.",0.02040816326530612,0.034013605442176874,-66.6666666666667
205,"On the left stood a tall Grecian warrior, minus the head and right hand.","On the left stood a tall Grecian warrior, minus the head and right hand.","On the left stood a tall Grecian warrior, minus the head and right hand.","On the left stood a tall Grecian warrior, minus the head and right hand.",0.0,0.0,
206,"It was vast and gloomy, and seemed like the interior of a sepulchre—the walls and ceiling being formed of black marble, while the floor was paved with the same material.","It was vast and gloomy, and seemed like the interior of a sepulchre—the walls and ceiling being formed of black marble, while the floor was paved with the same material.","It was vast and gloomy, and seemed like the interior of a sepulchre—the walls and ceiling being formed of black marble, while the floor was paved with the same material.","It was vast and gloomy, and seemed like the interior of a sepulchre—the walls and ceiling being formed of black marble, while the floor was paved with the same material.",0.0,0.0,
207,“ Who is it?” groaned the dog-fancier.,“Who is it?” groaned the dog-fancier.,“ Who is it?” groaned the dog-fancier.,“Who is it?” groaned the dog-fancier.,0.02702702702702703,0.0,100.0
208,"“Tt’s a strange affair,” observed the landlord, gravely.","“It’s a strange affair,” observed the landlord gravely.","“Tt’s a strange affair,” observed the landlord, gravely.","“It’s a strange affair,” observed the landlord gravely.",0.03636363636363636,0.0,100.0
209,"“ Caitiff!” he cried, fixing his blazing eyes on the gatekeeper, “why do you torture me thus?","“Caitiff!” he cried, fixing his blazing eyes on the gatekeeper, “why do you torture me thus?","“ Caitiff!” he cried, fixing his blazing eyes on the gatekeeper, “why do you torture me thus?","“Caitiff!” he cried, fixing his blazing eyes on the gatekeeper, “why do you torture me thus?",0.010869565217391304,0.0,100.0
210,"What new danger is at hand?” inquired the iron-merchant,",What new danger is at hand?” inquired the iron-merchant.,"What new danger is at hand?” inquired the iron-merchant,",What new danger is at hand?” inquired the iron-merchant.,0.017857142857142856,0.0,100.0
211,"He fancies hisself immortal—eh ?” “ Exactly so,” replicd the Tinker.","He fancies hisself immortal—eh?” “Exactly so,” replied the Tinker.","He fancies himself immortal—eh ?” “ Exactly so,” replied the Tinker.","He fancies himself immortal—eh?” “Exactly so,” replied the Tinker.",0.045454545454545456,0.015151515151515152,66.66666666666666
212,"“Is it you?” The figure bowed its head, but spoke not.","“Is it you?” The figure bowed its head, but spoke not.","“Is it you?” The figure bowed its head, but spoke not.","“Is it you?” The figure bowed its head, but spoke not.",0.0,0.0,
213,"‘ But she is a mere creature of the imagination.” Auriol groaned, and sank against the wall.","“But she is a mere creature of the imagination.” Auriol groaned, and sank against the wall.","‘ But she is a mere creature of the imagination.” Auriol groaned, and sank against the wall.","“But she is a mere creature of the imagination.” Auriol groaned, and sank against the wall.",0.02197802197802198,0.0,100.0
214,"Somewhat revived, he went on, but with great deliberation, and it was well he did so, for he suddenly arrived at the brink of a pit about eight feet in depth, into which, if he had approached it incautiously, he must infallibly have stumbled, and in all probability have broken his neck.","Somewhat revived, he went on, but with great deliberation, and it was well he did so, for he suddenly arrived at the brink of a pit about eight feet in depth, into which, if he had approached it incautiously, he must infallibly have stumbled, and in all probability have broken his neck.","Somewhat revived, he went on, but with great deliberation, and it was well he did so, for he suddenly arrived at the brink of a pit about eight feet in depth, into which, if he had approached it incautiously, he must infallible have stumbled, and in all probability have broken his neck.","Somewhat revived, he went on, but with great deliberation, and it was well he did so, for he suddenly arrived at the brink of a pit about eight feet in depth, into which, if he had approached it incautiously, he must infallibly have stumbled, and in all probability have broken his neck.",0.003484320557491289,0.0,100.0
215,Terror had taken away his power of utterance.,Terror had taken away his power of utterance.,Terror had taken away his power of utterance.,Terror had taken away his power of utterance.,0.0,0.0,
216,“ Bathe his brows with the decoction in that crucible.,“Bathe his brows with the decoction in that crucible.,“ Bathe his brows with the decoction in that crucible.,“Bathe his brows with the decoction in that crucible.,0.018867924528301886,0.0,100.0
217,"“ A desperate lot,” replied the Tinker.","“A desperate lot,” replied the Tinker.","“ A desperate lot,” replied the Tinker.","“A desperate lot,” replied the Tinker.",0.02631578947368421,0.0,100.0
218,"Disturbed by the shock, the brass plate beneath the picture started from its place, and fell to the ground.","Disturbed by the shock, the brass plate beneath the picture started from its place, and fell to the ground.","Disturbed by the shock, the brass plate beneath the picture started from its place, and fell to the ground.","Disturbed by the shock, the brass plate beneath the picture started from its place, and fell to the ground.",0.0,0.0,
219,"‘“ But come with me, and perhaps I may be able to do something towards your liberation.” So saying, he drew aside the tapestry, and opened a panel behind it, through which he passed, and beckoned Ginger to follow him.","“But come with me, and perhaps I may be able to do something towards your liberation.” So saying, he drew aside the tapestry, and opened a panel behind it, through which he passed, and beckoned Ginger to follow him.","‘“ But come with me, and perhaps I may be able to do something towards your liberation.” So saying, he drew aside the tapestry, and opened a panel behind it, through which he passed, and beckoned Ginger to follow him.","“But come with me, and perhaps I may be able to do something towards your liberation.” So saying, he drew aside the tapestry, and opened a panel behind it, through which he passed, and beckoned Ginger to follow him.",0.009302325581395349,0.0,100.0
