OCR Text,Ground Truth
"our inst victim wos in 1820-tho last but one, in 1810-and tho ono before her, in 1800, Hangin's too good for oul'' cried the Sandman; ` but if e peaches yon're sartin to sving.'' I hope that pretty creater I jist see ain't to be tle next wictim1'' said Ginger.","Your last wictim wos in 1820—the last but one, in 1810—and the one before her, in 1800.” “Hangin’s too good for you!” cried the Sandman; “but if ve peaches you’re sartin to sving.” “I hope that pretty creater I jist see ain’t to be the next wictim?” said Ginger."
"Tho Tinker's hands clutched the purse meclanically, but he instantly Iaid it down again.","The Tinker’s hands clutched the purse mechanically, but he instantly laid it down again."
"4I, thy descendant, Cyprian de Rougemont, call upon thee to point out where thy gold is hidden1","“I, thy descendant, Cyprian de Rougemont, call upon thee to point out where thy gold is hidden?"
"Tre promised to preserve him, and Ill keep my word.'' ee Fool I'' cried tho other.","“I’ve promised to preserve him, and I’ll keep my word.” “Fool!” cried the other."
And no doubt he was sincere.,And no doubt he was sincere.
"Wht is he lilo wlo has mado tlis strange attempt '' Of a rerity, a fair youth,'' rcplie1 Daldrcd, lolding down the lantern.","What is he like who has made this strange attempt?” “Of a verity, a fair youth,” replied Baldred, holding down the lantern."
hat the del are you abont ?'' 4 Yes I,“What the devil are you about?” “Yes!
Rougemont ascended the steps.,Rougemont ascended the steps.
"Indeed, I have no doubt of it' e Nor I,--if I ever possess her,'' mentally ejaculatod Auriol.","Indeed, I have no doubt of it.” “Nor I,—if I ever possess her,” mentally ejaculated Auriol."
"Well, here I am 1'' he ecried, clasping Edith to his bosom, `` without haing encountered any misadventure.","“Well, here I am!” he cried, clasping Edith to his bosom, “without having encountered any misadventure."
"`'And ve calls em smashers, no-a-days-not halehemists.'' Doetor Lamb's object was actually to tnrn base metal into gold,'' rejoined Old Parr, in a tone of slight contempt.","“And ve calls ’em smashers, nowadays—not halchemists.” “Doctor Lamb’s object was actually to turn base metal into gold,” rejoined Old Parr, in a tone of slight contempt."
"Remain here till I return.'' You are not going to leare us R'' rejoined Mr,",Remain here till I return.” “You are not going to leave us?” rejoined Mr.
"His appearance was at once ludicrous and terrible, and his roaring within the casque sounded like tha bellowing of s baited bull.","His appearance was at once ludicrous and terrible, and his roaring within the casque sounded like the bellowing of a baited bull."
AURIOL. Auriol tried to disengasge himself from the grasp imposed upon him in vain.,Auriol tried to disengage himself from the grasp imposed upon him in vain.
"In this way they reached a short steep stairease, and, mounting it, enterel a vault, in which Rougemont paused, and placed the torch he had bronght with him upon the oor.","In this way they reached a short steep staircase, and mounting it, entered a vault, in which Rougemont paused, and placed the torch he had brought with him upon the floor."
"Thore's a reg'lar horganisation among us; so ve can alvays bring vitnesses to sear ot ve likes, and ve so puzzles the beaks, that the case gets dismissed, and the constable says, Vich party shall I give the dog to, your vorship7' Upon vich, the beak replies, a-shakin' of his vise noddle, Gie it to the person in whoso persession it was found.","There’s a reg’lar horganisation among us; so ve can alvays bring vitnesses to svear vot ve likes, and ve so puzzles the beaks, that the case gets dismissed, and the constable says, ‘Vich party shall I give the dog to, your vorship?’ Upon vich, the beak replies, a-shakin’ of his vise noddle, ‘Give it to the person in whose persession it was found."
"As he did so, joyous peals burst from surrounding churehes, announcing the arrival of the new year.","As he did so, joyous peals burst from surrounding churches, announcing the arrival of the new year."
"Conciliated by tho Tinker's offering, Old Parr mounted the staircase, and planting himself near the door, took off his great-coat, and sat down upon it.","Conciliated by the Tinker’s offering, Old Parr mounted the staircase, and planting himself near the door, took off his greatcoat, and sat down upon it."
"Nothiu' can touch us till dogs is declared by statute to be property, and stealin' em a misdemeanour.","“Nothin’ can touch us till dogs is declared by statute to be property, and stealin’ ’em a misdemeanour."
"In the centre of the vsult was a round altar, of black marble, covered with a plate of gold, on which Rougemont read the following inscription: boe uniners cemenuium tnius mihi sepulcrum fecf. IIero, then, old Cyprian lics,'' he cried.","In the centre of the vault was a round altar, of black marble, covered with a plate of gold, on which Rougemont read the following inscription: “Hoc universi compendium unius mihi sepulcrum feci.” “Here, then, old Cyprian lies,” he cried."
IIe has a countenance such as I neer saw before.,“He has a countenance such as I never saw before.
"hs1' Do yon know, papa, Auriol intends to gie a grand ball on onr wedding-day, and has invited all his aoquaintance to it7 remarked Edith.","ha!” “Do you know, papa, Auriol intends to give a grand ball on our wedding-day, and has invited all his acquaintance to it?” remarked Edith."
"IThe passage was 179 wholly nnlighted, bnat Mr.","The passage was wholly unlighted, but Mr."
"As if by mngic, the contraction of tho muscles subsided; the features assumed n wholesome hue, and the rcspiration was no longer laborious.","As if by magic, the contraction of the muscles subsided; the features assumed a wholesome hue, and the respiration was no longer laborious."
"Doctor Lamb was lying stark and stiff at my feet, with an expression of reproach on his fixed conntenance; and the skeletons were hanging quietly in their places.","Doctor Lamb was lying stark and stiff at my feet, with an expression of reproach on his fixed countenance; and the skeletons were hanging quietly in their places."
how's thist,how’s this?
"It's not in nater'' Very well, then-I haron't,'' sai1 Ol Parr.","It’s not in nater.” “Very well, then—I haven’t,” said Old Parr."
I warned her that to love me would be fatal to her.,“I warned her that to love me would be fatal to her.
I hope yon don't mean to buy the dog ?'' interposed MIr Thorneycroft.,“I hope you don’t mean to buy the dog?” interposed Mr. Thorneycroft.
"In the midst of this chamber, and snpporting the ponderous roof, stood a massivo grsnite pillar, tha capital of whieh wss grotesqucly ornamented with death's-heads and crossbones, and against this pillar leaned Auriol, with his left arm chained by heavy links of iron to a ring in tho adjoining wall.","In the midst of this chamber, and supporting the ponderous roof, stood a massive granite pillar, the capital of which was grotesquely ornamented with death’s-heads and cross-bones, and against this pillar leaned Auriol, with his left arm chained by heavy links of iron to a ring in the adjoining wall."
