Contexte gauche,Chaîne,Transcription,Contexte droit
the fortune of an op,e,c,ra-dancer. H@er feat
ortune of an opera-d,a,n,ncer. H@er features 
ures were almost ang,e,c,"lic in expression, w"
"sion, with an outlin",e,o, of the utmost delic
licacy and precision,—,-,"not cold, classical "
classical regularity,—,-,but that softer and 
ore lovely mould pec,u,n,liar to our own clim
n clime. Ebba’s coun,t,l,enance was a type of
e of Saxon beauty. H,e,o,r complexion was pur
ith a slight bloom. ,H,I,@er eyes were of a s
ed over by brows som,e,o, shades darker than 
ss of her skin. Ebba,’,',s first care was to 
in. Ebba’s first car,e,o, was to feed her fav
"innet, placed in a c",a,s,ge over the door. Ha
"net, placed in a cag",e,o, over the door. Havi
e bulldog who came o,u,n,t of his kennel to g
 kennel to greet her,",",., and exchanged a few
ard. This part of th,e,o," premises, being str"
 ironwork of every p,o,c,"ssible shape, presen"
rusty iron chains fl,u,a,ng together like fis
 iron chains flung t,o,a,gether like fisherme
ether like fishermen,’,',"s nets, old iron are"
"-cowls, and smoke-ja",c,e,ks. Stout upright po
"t posts, supporting ",c,e,ross-beams on the to
ced at intervals on ,e,o,ither side of the ya
"ps, iron lanterns, p",u,n,"lleys, padlocks, cha"
"on rods, disused str",e,c,"et lamps, dismounted"
 disused street lamp,s,e,", dismounted cannon,"
hooks in the cross-b,e,c,am nearest the house
ntre depended a larg,e,o, rusty bell. Near th
y bell. Near the dog,’,',s kennel was a tool-
"taining pincers, fil",e,o,"s, hammers, and othe"
"ng pincers, files, h",a,n,"mmers, and other imp"
"les, hammers, and ot",h,l,er implements proper
"e workshop, where th",e,o, two men before ment
the two men before m,e,o,ntioned were busy at
mentioned were busy ,a,n,t the forge. Though 
stir with passengers,;,",", and many waggons an
" hay, straw, and veg",e,c,"tables, were passing"
"re passing. Ebba, ho",w,x,"ever, had been solel"
"pon her cheek, her t",h,i,oughts wandered away
her thoughts wandere,d,l, away into the green
"d as a child, and sh",e,o, longed to ramble am
much engrossed by th,e,o, reverie to notice a
 the reverie to noti,c,e,"e a tall man, wrappe"
 in a long black clo,a,n,"k, who regarded her "
ed slowly towards th,e,o, iron-merchant’s dwe
ds the iron-merchant,’,',s dwelling. Ebba the
 so malignant and fi,e,o,"rce in expression, t"
 malignant and fierc,e,o," in expression, that"
"d his short, crisply", ,-,"curled hair, raven-b"
"y curled hair, raven",-, ,"black in hue, contra"
greeably with his ca,d,l,@averous complexion.
nake seemed to resid,e,o, in his dark blazing
"ir influence, and co",u,n,ld not remove her ga
gue presentiment of ,c,A,@@@@@@@o@ming ill sm
lest the mysterious ,b,h,eing before her migh
"iny. On his part, th",e,o, stranger was not in
 he kept his eyes ri,v,r,eted on those of the
is eyes riveted on t,h,l,"ose of the girl, who"
eyes riveted on thos,e,o," of the girl, who, a"
r remaining spell-bo,u,n,"nd, as it were, for "
s about to pass thro,u,n,"gh it, Auriol came f"
 arm in a sling. “Yo,u,n," look agitated,”@ he"
" “You look agitated,",”,',"@ he said, noticing "
"u look agitated,”@ h",e,o," said, noticing Ebba"
" said, noticing Ebba",’,',s uneasiness. “What 
"id, noticing Ebba’s ",u,n,neasiness. “What has
"appened?” “Not much,",”,',"@ she replied, a dee"
"” “Not much,”@ she r",e,c,"plied, a deep blush "
eep blush mantling h,e,c,r cheeks. “@@But I h
antling her cheeks. ,“,`,@@But I have been so
"l, darting forward. ",“,4,Where is he? I see n
is he? I see no one.,”,',@ “@@Not a tal@l man
he? I see no one.”@ ,“,2,"@@Not a tal@l man, w"
“Ha!” cried Auriol. ,“,:,@Has he been here@?”
a!” cried Auriol. “@,H,I,as he been here@?” “
o@?”@ she rejoined. ,“,e,@I know some one ans
he rejoined. “@I kno,w,m, some one answering 
rejoined. “@I know s,o,c,me one answering his
ne answering his des,c,e,"ription,”@ he replie"
"ing his description,",”,',"@ he replied, with a"
ith a forced smile. ,“,4,"@Once beheld, the ma"
"not to be forgotten,",”,',@ said Ebba. “He has
could believ@e in th,e,o," ‘@evil eye,’ I shou"
uld believ@e in the ,‘,`,"@evil eye,’ I should"
"e in the ‘@evil eye,",’,', I should be sure he
"vil eye,’ I should b",e,s, sure he possessed i
ure he possessed it.,”,',"@ “’Tis he, there ca"
"it.”@ “’Tis he, ther",e,o," can be no doubt,”@ "
"ere can be no doubt,",”,',"@ rejoined Auriol, i"
", in a sombre tone. ",“,1,@W@@@@@@@@@@@@@@@@@@
in a sombre tone. “@,W,M,@@@@@@@@@@@@@@@@@@@@
" a messenger of ill,",”,',"@ replied Auriol, “@"
" of ill,”@ replied A",u,n,"riol, “@and I am tha"
",”@ replied Auriol, ",“,`,@and I am thankful h
thankful he is gone.,”,',@ “Are you quite sur
e is gone.”@ “Are yo,u,n, quite sure of it?”@
s gone.”@ “Are you q,u,a,ite sure of it?”@@ s
"?”@@ she asked, glan",c,e,ing timorously up an
ously up and down th,e,o, road. But the myste
own the road. But th,e,o, mysterious individu
erious individual co,u,n,ld no longer be seen
 no longer be seen. ,“,`,"@And so, after excit"
". “@And so, after ex",c,e,iting my curiosity i
isfy it?” she said. ,“,e,"@I cannot,”@ rejoine"
"he said. “@I cannot,",”,',"@ rejoined Auriol, s"
"cannot,”@ rejoined A",u,n,"riol, somewhat stern"
", somewhat sternly. ",“,t,"@Nay, then, since yo"
"at sternly. “@Nay, t",h,l,"en, since you are so"
"@Nay, then, since yo",u,n," are so ungracious, "
 shall go and prepar,e,o," breakfast,”@ she re"
"d prepare breakfast,",”,',@ she replied. “My f
@ she replied. “My f,a,u,ther must be down by
e down by this time.,”,',@ “Stay!”@ cried Aur
ut to pass through t,h,l,e door. “I wish to h
ave a word with you.,”,',"@ Ebba stopped, and "
om suddenly forsook ,h,l,er cheeks. But Aurio
. But Auriol seemed ,u,n,nable to proceed. Ne
le to proceed. Neith,e,c,r dared to regard th
 silence prevailed b,e,o,tween them for a few
" few moments. “Ebba,",”,',@ said Auriol at len
"nts. “Ebba,”@ said A",u,n,"riol at length, “I a"
"d Auriol at length, ",“,',I am about to leave 
to leave your father,’,',s house to-day.”@ “W
ave your father’s ho,u,n,se to-day.”@ “Why so
ther’s house to-day.,”,',@ “Why so soon@?”@ s
p into his face. “Yo,u,n, are not entirely re
irely recovered yet.,”,',@ “I dare not stay l
"are not stay longer,",”,',@ he said. “Dare not
 said. “Dare not@!” ,c,e,ried Ebba. And she a
inking of the smiths,’,', hammers upon the an
" you must really go,",”,',"@ said Ebba, looking"
"after a long pause, ",“,`,@@I hope we shall se
hope we shall see yo,u,n, again?”@ “M@ost ass
"”@ “M@ost assuredly,",”,',@ replied Auriol. “I
 owe your worthy fat,h,l,@er a deep debt of g
ep debt of gratitude,—,-,"a debt which, I fear"
er be able to repay.,”,',@ “My father is more
"in saving your life,",”,',@ she replied. “@I a
"ife,”@ she replied. ",“,`,@I am sure he will b
u are going so soon.,”,',@ “@I have been here
re going so soon.”@ ,“,4,@I have been here a 
"ve been here a week,",”,',@ said Auriol. “If I
"een here a week,”@ s",a,n,id Auriol. “If I rem
"onger, I might not b",e,o, able to go at all.”
"anvil for a moment, ",a,n,"nd, catching a glimp"
ered to his helpmate,—,:," “I say, Ned, I’m a-"
"mate— “I say, Ned, I",’,T,m a-thinkin’ our mas
", Ned, I’m a-thinkin",’,', our master’ll soon 
-thinkin’ our master,’,',ll soon have a son-i
 a son-in-law. There,’,',s pretty plain signs
" “So there be, John,",”,',"@ replied Ned, peepi"
"Ned, peeping round. ",“,:,He’s a good-lookin’ 
 “He’s a good-lookin,’,', young feller that. 
good-lookin’ young f,e,o,ller that. I wish ve
d-lookin’ young fell,e,o,r that. I wish ve co
eller that. I wish v,e,o, could hear their di
ear their discoorse.,”,',"@ “@No, that ain’t f"
 their discoorse.”@ ,“,e,"@No, that ain’t fair"
"se.”@ “@No, that ain",’,',"t fair,”@ replied Jo"
"No, that ain’t fair,",”,',"@ replied John, raki"
"d John, raking some ",s,a,mall coal upon the f
way at the bellows. ,“,4,@I would not for the
 the bellows. “@I wo,u,n,ld not for the world
"sagreeable question,",”,',"@ said Ebba, again r"
"n raising her eyes, ",“,`,@but since you are a
ing of your history.,”,',@ “@@@@@Forgive me i
 of your history.”@ ,“,A,@@@@@Forgive me if I
"ly with your desire,",”,',@ replied Auriol. “Y
“You would not belie,v,r,"e me, were I to rela"
y. But this I ma@y s,a,n,"y, that it is strang"
 bind me to silence.,”,', Ebba gazed at him a
". “You think me mad,",”,',@ said Auriol; “@wou
"ou think me mad,”@ s",a,s,id Auriol; “@would I
"ink me mad,”@ said A",u,n,riol; “@would I were
"mad,”@ said Auriol; ",“,`,@would I were so! Bu
”@ said Auriol; “@wo,u,n,ld I were so! But I 
l; “@would I were so,!,l, But I shall never l
r lose the clear per,c,e,eption of my woes. H
"ear me, Ebba! Fate h",a,s,s brought me into th
nto this house. I ha,v,r,"e seen you, and expe"
", and experienced yo",u,n,r gentle ministry; a
", to be blind to you",r,m, attractions. I have
too sensible to them,—,-,but I will not dwell
 will ask you to hat,e,o, me—to regard me as 
l ask you to hate me,—,-,to regard me as a mo
ing for whom you sho,u,n,ld entertain the sli
 slightest sympathy.,”,',@ “You have some mot
"n saying this to me,",”,',@ cried the terrifie
"aying this to me,”@ ",c,e,ried the terrified g
"to me,”@ cried the t",e,o,rrified girl. “My mo
motive is to warn yo,u,n,",”@ said Au@riol. “@"
"tive is to warn you,",”,',@ said Au@riol. “@If
"o warn you,”@ said A",u,n,@riol. “@If you love
"ou,”@ said Au@riol. ",“,t,"@If you love me, you"
aid Au@riol. “@If yo,u,n," love me, you are lo"
"ove me, you are lost",—,-,utterly lost!”@ She 
 burst into tears. A,u,n,"riol took her hand, "
"k her hand, which sh",e,o, unresistingly yield
" must have no share,",”,',"@ he said, in a sole"
 a solemn tone. “W@o,u,n,ld you had never com
er come to my father,’,',s house@!”@ she excl
" exclaimed, in a voi",c,e,e of anguish. “Is it
"imed, in a voice of ",a,n,"nguish. “Is it, then"
 too late?”@ cried A,u,n,riol@ despairingly. 
riol@ despairingly. ,“,4,@It is—if to love yo
espairingly. “@It is,—,-,if to love you be fa
—if to love you be f,a,u,"tal,”@ she rejoined."
"o love you be fatal,",”,',@ she rejoined. “H@@
"e you be fatal,”@ sh",e,o, rejoined. “H@@@@@@@
"ou be fatal,”@ she r",e,c,joined. “H@@@@@@@@a!
"fatal,”@ she rejoine",d,l,. “H@@@@@@@@a!” excl
s clenched hand. “Re,c,e,all your words—Ebba—
hed hand. “Recall yo,u,n,r words—Ebba—recall 
. “Recall your words,—,-,Ebba—recall them@—bu
call your words—Ebba,—,-,"recall them@—but no,"
ds—Ebba—recall them@,—,-,"but no, once uttered"
"but no, once uttered",—,-,it is impossible. Yo
it is impossible. Yo,u,n, are bound to me for
. I must fulfil my d,e,c,stiny.”@ At this jun
t fulfil my destiny.,”,',@ At this juncture a
on his countenance. ,“,e,@That is the man who
 join you presently.,”,',"@ And as the girl, h"
ou presently.”@ And ,a,s,"s the girl, half sin"
wards the intruder. ,“,4,@I have sought you f
"t you for some days,",”,',"@ said the tall man,"
appointment with me.,”,',"@ “I could not,”@ re"
" me.”@ “I could not,",”,',@ replied Auriol—“a@
iol—“a@n@ accident h,a,s,s befallen me.”@ “I 
ent has befallen me.,”,',"@ “I know it,”@ rejo"
 has befallen me.”@ ,“,4,"I know it,”@ rejoine"
"en me.”@ “I know it,",”,',@ rejoined the other
"e.”@ “I know it,”@ r",e,c,joined the other. “@
rejoined the other. ,“,t,@I am aware you were
ouse over the way. B,u,n,t you are recovered 
ommunicated with me.,”,',@ “It was my intenti
" intention to do so,",”,',@ said Auriol. “Our 
"n to do so,”@ said A",u,n,riol. “Our meeting c
said Auriol. “Our me,e,c,ting cannot be delay
 cannot be delayed m,u,n,"ch longer,”@ pursued"
"delayed much longer,",”,',@ pursued the strang
rsued the stranger. ,“,e,@I will give you thr
the foot of the stat,u,a,e in Hyde Park.”@ “@
the statue in Hyde P,a,u,rk.”@ “@@I will be t
statue in Hyde Park.,”,',@ “@@I will be there
tue in Hyde Park.”@ ,“,e,"@@I will be there,” "
" “@@I will be there,",”,', replied Auriol. “@@
"e,” replied Auriol. ",“,T,@@@@@T@@@@@@@@@@@@@@
 must be the next vi,c,e,"tim,”@ said the stra"
" be the next victim,",”,',"@ said the stranger,"
"the next victim,”@ s",a,s,"id the stranger, wit"
" the stranger, with ",a,s, grim smile. “Peace@
eace@!”@ thundered A,u,n,"riol. “@Nay, I need "
@ thundered Auriol. ,“,t,"@Nay, I need not rem"
hundered Auriol. “@N,a,n,"y, I need not remind"
"maintain your power,",”,',@ rejoined the stran
ned the stranger. “B,u,a,t I will not trouble
 “But I will not tro,u,n,ble you further now.
ble you further now.,”,',"@ And, wrapping his "
"im, he disappeared. ",“,4,@Fate has once more 
eared. “@Fate has on,c,e,e more involved me i
"in its net,” cried A",u,n,riol@ bitterly. “@Bu
d Auriol@ bitterly. ,“,e,@But I will save Ebb
uriol@ bitterly. “@B,u,a,"t I will save Ebba, "
@But I will save Ebb,a,s,", whatever it ma@y c"
 returning to the ho,u,n,"se, he hurried away "
e stranger. Chapter ,5,I, The Meeting near th
e Gate. Glancing at ,h,k,"is watch, and findin"
ers of an hour of th,e,a, time appointed for 
ng with the mysterio,u,n,"s stranger, he struc"
e struck across the ,p,P,"ark, in the directio"
ver. Apparently he w,a,s,s now perfectly reco
wiftness. But his co,u,n,ntenance was deathly
@@@@@. A few minutes,’,', rapid walking broug
is feet. “I would pl,u,a,"nge into them, if I "
"I could find repose,",”,',@ he murmured. “But 
murmured. “But it wo,u,n,ld avail nothing. I 
"danger, but now I se",e,o,k for it in vain.”@ 
seek for it in vain.,”,',@ The current of his
for it in vain.”@ Th,e,o, current of his thou
ked out in some masq,u,n,"erade attire, while "
truggles which it ma,d,l,e proved that life w
s not entirely extin,c,e,"t. Though, the momen"
" extinct. Though, th",e,o," moment before, h@e "
"Though, the moment b",e,o,"fore, h@e had contem"
 h@e had contemplate,d,l," self-destruction, a"
trained from the att,e,c,mpt by the certainty
"se, instinct prompte",d,l, him to rescue the p
escue the perishing ,c,e,reature before him. 
"therefore, and witho",u,n,t tarrying to divest
rying to divest hims,e,o,"lf of his clothes, h"
"s, he dashed into th",e,o," water, and striking"
"ct of his quest, whi",c,e,h still continued to
"at, and turning it o",v,r,"er, for the face was"
 rope was twisted ro,u,n,nd the neck of the u
ck of the unfortunat,e,a," being, making it ev"
ade upon his life. W,i,I,thout pausing for fu
ns now hurried to th,e,o," spot. On coming up,"
 over a water-sprite,—,-,"@for such, at first "
 th@e dwarf appeared,—,-,they could not repre
could not repress th,e,c,ir as@tonishment. Wh
@@@@@@@@@@th@ose aro,u,t,"nd him, Auriol endea"
" him, Auriol endeavo",u,n,red to recall where 
murdered grandfather,’,',"s attendant, Flapdra"
"ttendant, Flapdragon",!,l, But no! no@!—he mus
", Flapdragon! But no",!,l, no@!—he must be dea
ust be dead ages ago,!,l, Yet the resemblance
singularly striking!,”,', Auriol’s exclamatio
ly striking!” Auriol,’,',"s exclamations, coup"
riking!” Auriol’s ex,c,e,"lamations, coupled w"
"l’s exclamations, co",u,n,pled with his wild d
upled with his wild ,d,l,"emeanour, surprised "
"standers, and they c",a,n,me to the conclusion
d to drown his dwarf,—,-,"the grotesque, impis"
"e, impish garb of th",e,o, latter convincing t
latter convincing th,e,o,m that he had been e
he had been exhibite,d,l, at a booth. They ma
"m, raising the dwarf",’,',"s head on his knee, "
"a flask, and poured ",s,a,@ome brandy from it 
"is throat, while oth",e,o,rs chafed his hands@
ith much speedier su,c,e,cess than might hav@
truggle or two for r,e,c,"spiration, the dwarf"
"yes, and gazed at th",e,a, group around him. “
agon@!”@ exclaimed A,u,n,riol. “Ah@! who call
claimed Auriol. “Ah@,!,1, who calls me?”@ cri
 “Ah@! who calls me?,”,',@ cried the dwarf. “
@ exclaimed the dwar,f,l,", gazing at him fixe"
ing at him fixedly; ,“,`,@you are@——” and he 
——” and he stopped. ,“,4,@You have been throw
topped. “@You have b,e,c,en thrown into the w
noticing the cord ro,u,n,nd the dwarf’s throa
